,business,Count
151,خدمات مكافحة الحشرات,0
152,أنواع مختلفة من خدمات المباني,0
153,خدمات المنازل والعمائر العامة,0
154,المكاتب المحاسبية,0
155,مكاتب التوظيف والاستقدام,0
156,مؤسسات الخدمات الأمنية والحراسات,0
157,ساحات التخزين,0
158,التخزين المبرد,0
159,المساجد المحلية,42
160,مساجد الجمع,18
161,مناطق الحجاج,0
162,مصليات العيد,0
163,الاستراحات المعدة للإيجار اليومي,20
164,صالات الألعاب,3
165,الأندية الرياضية النسائية,3
166,حدائق الحارات الفرعية ذات مساحة أقل من 0.5 هكتار,3
167,الاستراحات المعدة للاحتفالات,3
168,حدائق المدن والبلديات الفرعية ذات مساحة 0.5 - 2 هكتار,2
169,الأندية الرياضية الرجالية,2
170,السينما,1
171,الصالات الرياضية,1
172,الحدائق الإقليمية ذات مساحة أعلى من 2 هكتار,1
173,ملاعب كرة السلة,1
174,المرافق الرياضية الأخرى,1
175,ميادين كرة القدم الدائمة,1
176,ملاعب الأطفال,0
177,الأنشطة الترفيهية الأخرى,0
178,مرافق التجمعات العامة الأخرى,0
179,ملاعب الغولف,0
180,صالات الأفراح,0
181,صالات المعارض,0
182,قاعات الاجتماعات,0
183,مرافق التجمعات الرياضية الأخرى,0
184,مضامير السباق,0
185,ملاعب الكرة الطائرة,0
186,المراكز الترفيهية,0
187,ملاعب التنس,0
188,صالات التزلج,0
189,صالات السباحة,0
190,أندية ركوب الخيل,0
191,صالات البولنج,0
192,الحدائق ومناطق الترفيه الخارجية الأخرى,0
193,الأنشطة الثقافية والترفيهية والترويحية الأخرى,0
194,الإستادات,0
195,مراكز التعليم المستمر,2
196,مدارس تحفيظ القرآن الابتدائية للبنات,1
197,المدارس الابتدائية الحكومية للبنات,1
198,المدارس المتوسطة الحكومية للبنات,1
199,المدارس الابتدائية الحكومية للبنين,1
200,المدارس الخاصة الشاملة للبنين,1
201,مدارس التدريب الخاص المهني والفني,1
202,خدمات التعليم الأخرى,1
203,رياض الأطفال والتمهيدي,1
204,مدارس السفارات والجاليات,0
205,الكليات والجامعات الأخرى,0
206,المدارس الحكومية الشاملة للبنين,0
207,المدارس الخاصة الشاملة للبنات,0
208,الكليات والجامعات للبنين,0
209,مرافق المعاقين والتعليم الخاص,0
210,مدارس تحفيظ القرآن الثانوية للبنات,0
211,المدارس الابتدائية الأخرى,0
212,المدارس المتوسطة الحكومية للبنين,0
213,مدارس تحفيظ القرآن الابتدائية للبنين,0
214,المدارس الابتدائية الخاصة للبنات,0
215,المدارس الابتدائية الخاصة للبنين,0
216,مدارس التدريب الخاص لقيادة السيارات,0
217,المدارس المتوسطة الخاصة للبنين,0
218,المدارس المتوسطة الخاصة للبنات,0
219,مدارس تحفيظ القرآن المتوسطة للبنين,0
220,المدارس الثانوية الأخرى,0
221,مدارس تحفيظ القرآن المتوسطة للبنات,0
222,الكليات والجامعات للبنات,0
223,المدارس المتوسطة الأخرى,0
224,المعاهد العليا,0
225,المدارس الثانوية الحكومية للبنين,0
226,المدارس الحكومية الشاملة للبنات,0
227,المدارس الثانوية الحكومية للبنات,0
228,المدارس العالمية,0
229,المدارس الثانوية الخاصة للبنين,0
230,المدارس الثانوية الخاصة للبنات,0
231,مدارس التدريب الخاص الأخرى,0
232,مدارس تحفيظ القرآن الثانوية للبنين,0
233,خدمات الرعاية الاجتماعية,1
234,مكاتب البريد المحلية,1
235,مراكز الدفاع المدني,1
236,الجهات الحكومية الأخرى,1
237,الوزارات,1
238,المرافق التأديبية والإصلاحية,0
239,الخدمات الحكومية الأخرى,0
240,مرافق الخدمات البريدية الأخرى,0
241,الخدمات الأمنية الأخرى,0
242,مكاتب البريد المركزية والرئيسية,0
243,مراكز شرطة المرور,0
244,مراكز الشرطة,0
245,المكاتب الأجنبية,0
246,المكاتب الحكومية على مستوى المدنية أو المنطقة,0
247,مراكز الرعاية الأولية الحكومية,3
248,عيادات الأطباء الخاصة,2
249,الهلال الأحمر,0
250,المرافق الصحية الحكومية الأخرى,0
251,المختبرات الطبية الحكومية,0
252,عيادات أطباء الأسنان الحكومية,0
253,المستشفيات الحكومية,0
254,المستوصفات الطبية,0
255,عيادات الأطباء الحكومية,0
256,المصحات والاستراحات الخاصة,0
257,المختبرات الخاصة,0
258,المستشفيات الخاصة,0
259,عيادات أطباء الأسنان الخاصة,0
260,مصانع منتجات تشييد المباني,2
261,مصانع الأدوات الصحية والسيراميك والسخانات,1
262,مصانع الطوب الإسمنتي أو الطوب الأحمر,1
263,مصانع مواد الطلاء,1
264,مصانع الذهب والمجوهرات,0
265,مصانع منتجات الألبان,0
266,مصانع التكسيات الأخرى,0
267,مصانع منتجات البترول أو التكرير الأخرى,0
268,مصانع المنتجات الزجاجية,0
269,مصانع البوظة,0
270,مصانع الأدوية,0
271,مصانع الحلوى,0
272,مصانع المرطبات,0
273,مصانع المخبوزات,0
274,مطاحن الغلال,0
275,مصانع الفواكه والخضروات المعلبة أو المحفوظة,0
276,مصانع منتجات الطباعة والنشر الأخرى,0
277,مصانع مياه الشرب الصحية,0
278,مصانع منتجات النظافة الشخصية,0
279,مصانع الثلج,0
280,مصانع الكيماويات والأسمدة الزراعية,0
281,مصانع المنتجات الغذائية الأخرى,0
282,مصانع جميع منتجات البلاستيك,0
283,مصانع الأقمشة المنسوجة,0
284,مصانع السجاد والموكيت,0
285,مصانع المنتجات الخرسانية والجبسية الأخرى,0
286,مصانع منتجات النسيج الأخرى,0
287,مصانع منتجات المعادن الأساسية الأخرى,0
288,مصانع الملابس,0
289,مصانع معدات النقل,0
290,مصانع منتجات الجلود,0
291,مصانع المطابع التجارية,0
292,مصانع دباغة الجلود,0
293,مصانع منتجات الملابس الأخرى,0
294,مصانع منتجات النظافة الصناعية والمنزلية,0
295,مصانع المنتجات الخشبية,0
296,مصانع المنتجات الطبية الأخرى,0
297,مصانع الأثاث المنزلي,0
298,مصانع العوازل,0
299,مصانع التجهيزات والتمديدات الكهربائية,0
300,مصانع منتجات البلاستيك المنزلية,0
301,مصانع الأدوات المنزلية الأخرى,0
302,مصانع منتجات الألمنيوم المنزلية,0
303,مصانع أنابيب البلاستيك (التمديدات),0
304,مصانع الإسمنت,0
305,مصانع وحدات التكييف الحائطية,0
306,مصانع البلاط,0
307,مصانع معدات السباكة وتكييف الهواء الأخرى,0
308,مصانع الخرسانة والجبس والجص,0
309,مصانع الورق الأساسي,0
310,مصانع الحجر,0
311,مصانع ألواح وصناديق الورق المقوى,0
312,مصانع القضبان الفولاذية,0
313,مصانع الورق الصحي,0
314,مصانع الألومنيوم,0
315,مصانع منتجات الورق الأخرى,0
316,مصانع المنتجات المعدنية الأخرى,0
317,مصانع الكتب,0
318,مصانع منتجات اللحوم,0
319,أبراج الهاتف الجوال,4
320,خدمات وكلاء الشحن,0
321,خدمات النقل الأخرى,0
322,المرافق الأخرى للتخلص من النفايات الصلبة,0
323,المرافق البترولية الأخرى,0
324,التخلص من النفايات,0
325,ساحات السيارات والمعادن الخردة,0
326,محطات معالجة مياه المجاري,0
327,المرافق الأخرى لتصريف مياه المجاري,0
328,محطات معالجة المياه,0
329,مرافق الإذاعة والتلفزيون الأخرى,0
330,محطات الأبراج لإرسال البث,0
331,المرافق الأخرى للهاتف,0
332,الإسطبلات وتربية الخيول,1
333,خدمات التعدين الأخرى,0
334,مشاتل الأشجار,0
335,أنشطة التعدين والمحاجر ومناطق الاستخراج والكسارة,0
336,المزارع غير المنتجة الأخرى,0
337,الأنشطة الأخرى المتعلقة بالزراعة,0
338,المزارع العامة أو المختلطة,0
339,مزارع الدواجن,0
340,مزارع المواشي,0
341,مزارع الفواكه والخضروات,0
342,مزارع المحاصيل الحقلية الأخرى,0
343,مزارع النخيل,0
344,تأجير السيارات,1
345,خدمات المطارات والمهابط الأخرى,0
346,وسائل النقل الأخرى بالسيارة,0
347,صالات المسافرين,0
348,الليموزين,0
349,مرافق الحافلات الأخرى,0
350,محطات النقل داخل المدن وبين المدن,0
351,صالات ركاب سكة الحديد,0
352,إجمالي عدد المطاعم,80
353,إجمالي عدد السوبر ماركت,7
354,إجمالي عدد المقاهي,40
355,إجمالي عدد المساجد,60
356,إجمالي عدد المراكز الصحية,5
357,إجمالي عدد الحدائق,6
358,إجمالي عدد البقالات,17
359,إجمالي عدد الأندية الرياضية,5
360,اجمالي عدد محطات الباص,10
361,اجمالي عدد المدارس,18
362,مدارس متوسط وثانوي بنين,4
363,مدارس متوسط وثانوي بنات,5
364,مدارس ابتدائية,5
