,business,Count
66,المتاجر المصنفة,1
67,مخازن المنوعات,1
68,محلات الشرائط والاسطوانات الصوتية,1
69,محلات البقالات الأخرى,1
70,محلات الأثاث المنزلي,1
71,محلات النجارة,1
72,المطابخ,1
73,محلات البشوت,0
74,أنواع أخرى من تجارة الوقود,0
75,محلات بيع الآلات غير الكهربائية بالجملة,0
76,محلات بيع المنتجات الكهربائية بالجملة,0
77,محلات بيع الملابس والبضائع الجافة بالجملة,0
78,محلات الأثاث والتجهيزات الأخرى للبيع بالتجزئة,0
79,محلات الساعات,0
80,محلات بيع الأدوية والكيماويات بالجملة,0
81,محلات النجارة والخردوات,0
82,محلات المعدات الزراعية,0
83,محلات الأواني المنزلية البلاستيكية,0
84,محلات الآلات غير الكهربائية والمعدات ذات الصلة,0
85,محلات المعدات الزراعية ومعدات الحدائق,0
86,محلات المجوهرات الأخرى,0
87,محلات بيع مستلزمات الخياطة,0
88,محلات الأجهزة المنزلية,0
89,محلات المعدات والآلات الموسيقية,0
90,محلات الأثاث والتجهيزات المكتبية,0
91,محلات بيع السيارات,0
92,محلات بيع العود والعسل,0
93,محلات بيع الأثاث المستعمل,0
94,خدمات السيارات الأخرى,0
95,محلات الفضيات,0
96,محلات بيع شرائط الفيديو,0
97,المجمعات التجارية,0
98,محلات بيع السيارات ومعداتها بالجملة,0
99,التخزين في الأماكن المسقوفة,251
100,محلات الحلاقة وصالونات التجميل,115
101,وكالات العقارات والأنشطة ذات الصلة,103
102,أعمال التجارة والمقاولات الأخرى,100
103,المغاسل وخدمات التنظيف الجاف,95
104,مؤسسات التجارة العامة والمقاولات,91
105,محلات صيانة وإصلاح أجهزة التبريد والتكييف,86
106,التخزين في الأماكن المكشوفة,68
107,مغاسل السيارات,36
108,أعمال المقاولات المتخصصة الأخرى,35
109,محلات البنشر,34
110,الشقق المفروشة والأجنحة الفندقية,33
111,مؤسسات التجارة والمقاولات,33
112,محلات تغيير الزيوت والتشحيم,30
113,محلات صيانة السيارات - سمكرة وكهرباء وميكانيكا,23
114,استديوهات التصوير,12
115,البنوك,10
116,أعمال التسقيف والصفائح المعدنية,10
117,محلات الخطاطين,9
118,خدمات إصلاح وصيانة السيارات الأخرى,7
119,وكالات السفر,7
120,محلات مستلزمات الحفلات والرحلات,6
121,الخدمات المهنية الأخرى,5
122,المكاتب الإدارية للمصانع والشركات الخاصة,5
123,استراحات المسافرين,4
124,المكاتب الهندسية والمعمارية,3
125,خدمات الصيانة والإصلاح الأخرى,3
126,مرافق التخزين الأخرى,3
127,الفنادق,2
128,محلات إصلاح الأحذية,2
129,الخدمات الشخصية الأخرى,2
130,خدمات النظافة,2
131,المكاتب القانونية,2
132,المسالخ,1
133,الخدمات المالية - تأمين وعقارات أخرى,1
134,مكاتب الاستشارات الاقتصادية,1
135,مؤسسات ووكالات الإعلان العامة,1
136,محلات نسخ وتصوير المستندات,1
137,ورش تصنيع الأبواب والنوافذ - خشب,1
138,ورش تصنيع الأبواب والنوافذ - ألمونيوم,1
139,خدمات المنازل والعمائر العامة,1
140,مكاتب التوظيف والاستقدام,1
141,محلات إصلاح التلفزيونات والراديوهات,0
142,محلات الصيرفة وسمسرة أسواق النقد,0
143,الفلل المفروشة,0
144,مكاتب الترجمة,0
145,ورش تصنيع الأبواب والنوافذ - حديد,0
146,محلات تقييف الملابس,0
147,المكاتب الإدارية العامة,0
148,خدمات الأعمال الأخرى,0
149,الخدمات الإعلانية والأنشطة ذات الصلة,0
150,خدمات العملاء وتقارير الأعمال,0
151,محلات إصلاح المعدات الكهربائية,0
152,محلات طباعة الكروت,0
153,خدمات مكافحة الحشرات,0
154,أنواع مختلفة من خدمات المباني,0
155,المكاتب المحاسبية,0
156,مؤسسات الخدمات الأمنية والحراسات,0
157,ساحات التخزين,0
158,التخزين المبرد,0
159,المساجد المحلية,65
160,مساجد الجمع,41
161,مصليات العيد,1
162,مناطق الحجاج,0
163,المدارس الابتدائية الحكومية للبنات,13
164,المدارس الابتدائية الحكومية للبنين,8
165,المدارس المتوسطة الحكومية للبنين,5
166,مدارس تحفيظ القرآن الابتدائية للبنات,5
167,المدارس المتوسطة الحكومية للبنات,5
168,رياض الأطفال والتمهيدي,5
169,خدمات التعليم الأخرى,4
170,المدارس الابتدائية الخاصة للبنين,3
171,المدارس المتوسطة الخاصة للبنات,3
172,المدارس الثانوية الحكومية للبنين,3
173,المدارس الثانوية الحكومية للبنات,3
174,المدارس العالمية,3
175,المدارس الثانوية الخاصة للبنين,3
176,مدارس تحفيظ القرآن الثانوية للبنات,2
177,مراكز التعليم المستمر,2
178,مدارس تحفيظ القرآن الابتدائية للبنين,1
179,المدارس الابتدائية الخاصة للبنات,1
180,المدارس المتوسطة الخاصة للبنين,1
181,المدارس الثانوية الأخرى,1
182,مدارس تحفيظ القرآن المتوسطة للبنات,1
183,مدارس التدريب الخاص المهني والفني,1
184,مدارس السفارات والجاليات,0
185,الكليات والجامعات الأخرى,0
186,المدارس الحكومية الشاملة للبنين,0
187,المدارس الخاصة الشاملة للبنات,0
188,الكليات والجامعات للبنين,0
189,مرافق المعاقين والتعليم الخاص,0
190,المدارس الابتدائية الأخرى,0
191,مدارس التدريب الخاص لقيادة السيارات,0
192,المدارس الخاصة الشاملة للبنين,0
193,مدارس تحفيظ القرآن المتوسطة للبنين,0
194,الكليات والجامعات للبنات,0
195,المدارس المتوسطة الأخرى,0
196,المعاهد العليا,0
197,المدارس الحكومية الشاملة للبنات,0
198,المدارس الثانوية الخاصة للبنات,0
199,مدارس التدريب الخاص الأخرى,0
200,مدارس تحفيظ القرآن الثانوية للبنين,0
201,تأجير السيارات,18
202,وسائل النقل الأخرى بالسيارة,8
203,خدمات المطارات والمهابط الأخرى,0
204,صالات المسافرين,0
205,الليموزين,0
206,مرافق الحافلات الأخرى,0
207,محطات النقل داخل المدن وبين المدن,0
208,صالات ركاب سكة الحديد,0
209,حدائق الحارات الفرعية ذات مساحة أقل من 0.5 هكتار,7
210,الاستراحات المعدة للإيجار اليومي,3
211,الأندية الرياضية النسائية,3
212,ملاعب الأطفال,2
213,صالات الألعاب,2
214,مرافق التجمعات الرياضية الأخرى,2
215,المرافق الرياضية الأخرى,2
216,الصالات الرياضية,1
217,قاعات الاجتماعات,1
218,ملاعب الكرة الطائرة,1
219,ميادين كرة القدم الدائمة,1
220,السينما,0
221,الأنشطة الترفيهية الأخرى,0
222,حدائق المدن والبلديات الفرعية ذات مساحة 0.5 - 2 هكتار,0
223,الأندية الرياضية الرجالية,0
224,مرافق التجمعات العامة الأخرى,0
225,ملاعب الغولف,0
226,صالات الأفراح,0
227,صالات المعارض,0
228,مضامير السباق,0
229,المراكز الترفيهية,0
230,ملاعب التنس,0
231,صالات التزلج,0
232,صالات السباحة,0
233,أندية ركوب الخيل,0
234,الحدائق الإقليمية ذات مساحة أعلى من 2 هكتار,0
235,صالات البولنج,0
236,ملاعب كرة السلة,0
237,الحدائق ومناطق الترفيه الخارجية الأخرى,0
238,الأنشطة الثقافية والترفيهية والترويحية الأخرى,0
239,الاستراحات المعدة للاحتفالات,0
240,الإستادات,0
241,المستوصفات الطبية,9
242,عيادات أطباء الأسنان الخاصة,4
243,عيادات الأطباء الخاصة,3
244,مراكز الرعاية الأولية الحكومية,1
245,الهلال الأحمر,0
246,المرافق الصحية الحكومية الأخرى,0
247,المختبرات الطبية الحكومية,0
248,عيادات أطباء الأسنان الحكومية,0
249,المستشفيات الحكومية,0
250,عيادات الأطباء الحكومية,0
251,المصحات والاستراحات الخاصة,0
252,المختبرات الخاصة,0
253,المستشفيات الخاصة,0
254,أبراج الهاتف الجوال,11
255,خدمات وكلاء الشحن,2
256,محطات معالجة المياه,2
257,المرافق الأخرى للهاتف,1
258,خدمات النقل الأخرى,0
259,المرافق الأخرى للتخلص من النفايات الصلبة,0
260,المرافق البترولية الأخرى,0
261,التخلص من النفايات,0
262,ساحات السيارات والمعادن الخردة,0
263,محطات معالجة مياه المجاري,0
264,المرافق الأخرى لتصريف مياه المجاري,0
265,مرافق الإذاعة والتلفزيون الأخرى,0
266,محطات الأبراج لإرسال البث,0
267,المكاتب الحكومية على مستوى المدنية أو المنطقة,6
268,خدمات الرعاية الاجتماعية,5
269,الخدمات الحكومية الأخرى,1
270,مكاتب البريد المحلية,1
271,الخدمات الأمنية الأخرى,1
272,مراكز الشرطة,1
273,المرافق التأديبية والإصلاحية,0
274,مرافق الخدمات البريدية الأخرى,0
275,مكاتب البريد المركزية والرئيسية,0
276,مراكز الدفاع المدني,0
277,مراكز شرطة المرور,0
278,الجهات الحكومية الأخرى,0
279,المكاتب الأجنبية,0
280,الوزارات,0
281,مصانع الحلوى,1
282,مصانع المنتجات الخرسانية والجبسية الأخرى,1
283,مصانع منتجات تشييد المباني,1
284,مصانع الذهب والمجوهرات,0
285,مصانع منتجات الألبان,0
286,مصانع الأدوات الصحية والسيراميك والسخانات,0
287,مصانع التكسيات الأخرى,0
288,مصانع منتجات البترول أو التكرير الأخرى,0
289,مصانع المنتجات الزجاجية,0
290,مصانع البوظة,0
291,مصانع الأدوية,0
292,مصانع المرطبات,0
293,مصانع المخبوزات,0
294,مطاحن الغلال,0
295,مصانع الفواكه والخضروات المعلبة أو المحفوظة,0
296,مصانع منتجات الطباعة والنشر الأخرى,0
297,مصانع مياه الشرب الصحية,0
298,مصانع منتجات النظافة الشخصية,0
299,مصانع الثلج,0
300,مصانع الكيماويات والأسمدة الزراعية,0
301,مصانع المنتجات الغذائية الأخرى,0
302,مصانع جميع منتجات البلاستيك,0
303,مصانع الأقمشة المنسوجة,0
304,مصانع الطوب الإسمنتي أو الطوب الأحمر,0
305,مصانع السجاد والموكيت,0
306,مصانع منتجات النسيج الأخرى,0
307,مصانع منتجات المعادن الأساسية الأخرى,0
308,مصانع الملابس,0
309,مصانع معدات النقل,0
310,مصانع منتجات الجلود,0
311,مصانع المطابع التجارية,0
312,مصانع دباغة الجلود,0
313,مصانع مواد الطلاء,0
314,مصانع منتجات الملابس الأخرى,0
315,مصانع منتجات النظافة الصناعية والمنزلية,0
316,مصانع المنتجات الخشبية,0
317,مصانع المنتجات الطبية الأخرى,0
318,مصانع الأثاث المنزلي,0
319,مصانع العوازل,0
320,مصانع التجهيزات والتمديدات الكهربائية,0
321,مصانع منتجات البلاستيك المنزلية,0
322,مصانع الأدوات المنزلية الأخرى,0
323,مصانع منتجات الألمنيوم المنزلية,0
324,مصانع أنابيب البلاستيك (التمديدات),0
325,مصانع الإسمنت,0
326,مصانع وحدات التكييف الحائطية,0
327,مصانع البلاط,0
328,مصانع معدات السباكة وتكييف الهواء الأخرى,0
329,مصانع الخرسانة والجبس والجص,0
330,مصانع الورق الأساسي,0
331,مصانع الحجر,0
332,مصانع ألواح وصناديق الورق المقوى,0
333,مصانع القضبان الفولاذية,0
334,مصانع الورق الصحي,0
335,مصانع الألومنيوم,0
336,مصانع منتجات الورق الأخرى,0
337,مصانع المنتجات المعدنية الأخرى,0
338,مصانع الكتب,0
339,مصانع منتجات اللحوم,0
340,المراكز الثقافية,1
341,المباني التاريخية,0
342,المرافق الثقافية الأخرى,0
343,حدائق الحيوانات,0
344,قاعات المناسبات الاجتماعية,0
345,المتاحف,0
346,المكتبات,0
347,إجمالي عدد المطاعم,162
348,إجمالي عدد السوبر ماركت,5
349,إجمالي عدد المدارس,62
350,إجمالي عدد المقاهي,91
351,إجمالي عدد المساجد,106
352,إجمالي عدد المراكز الصحية,8
353,إجمالي عدد الحدائق,7
354,إجمالي عدد البقالات,148
355,إجمالي عدد الانشطة الترفيهية,0
356,إجمالي عدد الأندية الرياضية الرجالية,4
357,إجمالي عدد الأندية الرياضية النسائية,3
358,اجمالي عدد محطات الباص,48
